state,type,portal,project_id,project_name,bid_due_date,document_url,file_name,file_size,spec_format,divisions,gcs_path,retrieved_date,status
Arkansas,DOT,arkansas_dot,030531,030531,,https://media.ark.org/ardot/030531_qa-2.pdf,030531_qa-2.pdf,56355,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,030531,030531,,https://media.ark.org/ardot/030531_2-plans.pdf,030531_2-plans.pdf,29843403,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,A30046,A30046,,https://media.ark.org/ardot/A30046_proposal.pdf,A30046_proposal.pdf,4941261,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/A30046/proposal_A30046_proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,A30046,A30046,,https://media.ark.org/ardot/A30046_notice.pdf,A30046_notice.pdf,58045,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,A30046,A30046,,https://media.ark.org/ardot/A30046_qa-1.pdf,A30046_qa-1.pdf,99508,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,A30046,A30046,,https://media.ark.org/ardot/A30046_plans.pdf,A30046_plans.pdf,6878777,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,090702,090702,,https://media.ark.org/ardot/090702_proposal.pdf,090702_proposal.pdf,9638956,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/090702/proposal_090702_proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,090702,090702,,https://media.ark.org/ardot/090702_notice.pdf,090702_notice.pdf,61980,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,090702,090702,,https://media.ark.org/ardot/090702_qa.pdf,090702_qa.pdf,23339,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,090702,090702,,https://media.ark.org/ardot/090702_plans.pdf,090702_plans.pdf,9015433,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/090702/proposal_090702_plans.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,012535,012535,,https://media.ark.org/ardot/012535_1-proposal.pdf,012535_1-proposal.pdf,7320434,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/012535/proposal_012535_1-proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,012535,012535,,https://media.ark.org/ardot/012535_notice.pdf,012535_notice.pdf,61597,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,012535,012535,,https://media.ark.org/ardot/012535_qa.pdf,012535_qa.pdf,22785,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,012535,012535,,https://media.ark.org/ardot/012535_1-plans.pdf,012535_1-plans.pdf,183957428,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5143,SA5143,,https://media.ark.org/ardot/SA5143_proposal.pdf,SA5143_proposal.pdf,11956803,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/SA5143/proposal_SA5143_proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5143,SA5143,,https://media.ark.org/ardot/SA5143_notice.pdf,SA5143_notice.pdf,57385,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5143,SA5143,,https://media.ark.org/ardot/SA5143_qa.pdf,SA5143_qa.pdf,23310,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5865,SA5865,,https://media.ark.org/ardot/SA5865_proposal.pdf,SA5865_proposal.pdf,11939565,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/SA5865/proposal_SA5865_proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5865,SA5865,,https://media.ark.org/ardot/SA5865_notice.pdf,SA5865_notice.pdf,57438,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,SA5865,SA5865,,https://media.ark.org/ardot/SA5865_qa.pdf,SA5865_qa.pdf,22506,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,110812,110812,,https://media.ark.org/ardot/110812_proposal.pdf,110812_proposal.pdf,10872587,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/110812/proposal_110812_proposal.pdf,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,110812,110812,,https://media.ark.org/ardot/110812-Constructability-Review.pdf,110812-Constructability-Review.pdf,653899,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,110812,110812,,https://media.ark.org/ardot/110812_notice.pdf,110812_notice.pdf,112168,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,110812,110812,,https://media.ark.org/ardot/110812_qa.pdf,110812_qa.pdf,23273,,,,2026-08-07,downloaded
Arkansas,DOT,arkansas_dot,110812,110812,,https://media.ark.org/ardot/110812_plans.pdf,110812_plans.pdf,84805057,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/ARKANSAS/110812/proposal_110812_plans.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T041501C,System Enhancement (Engineering),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/02e2f208faef45d68f8117749a6278ba.pdf,02e2f208faef45d68f8117749a6278ba.pdf,11466088,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/T041501C/proposal_02e2f208faef45d68f8117749a6278ba.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F028801C,ROUNDABOUT,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/fd3b1f2acfff48b5a259bef7923de476.pdf,fd3b1f2acfff48b5a259bef7923de476.pdf,3074596,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F028801C/proposal_fd3b1f2acfff48b5a259bef7923de476.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T040901C,System Enhancement (Safety Improvements),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/43c7b0ff2fba4547a224501a3edb338f.pdf,43c7b0ff2fba4547a224501a3edb338f.pdf,1918925,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/T040901C/proposal_43c7b0ff2fba4547a224501a3edb338f.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T043901C,INSTALL RUMBLE STRIPS &amp; WIDEN SHOULDERS,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/0e764be25d5f4dd5a0c290f01867fbe0.pdf,0e764be25d5f4dd5a0c290f01867fbe0.pdf,6801707,,,,2026-08-07,downloaded
multi,DOT,bidexpress,F070301C,System Enhancement (Safety Improvements),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/6f967d79e04549cdabd13ba0aed297f7.pdf,6f967d79e04549cdabd13ba0aed297f7.pdf,2493454,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F070301C/proposal_6f967d79e04549cdabd13ba0aed297f7.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T042301C,ROADWAY IMPROVEMENTS,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/19e73476319a4f3192ea090f560b83e7.pdf,19e73476319a4f3192ea090f560b83e7.pdf,1979532,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/T042301C/proposal_19e73476319a4f3192ea090f560b83e7.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F079301C,Fence Replacement,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/10a093fddf3d40098126e183bf34d432.pdf,10a093fddf3d40098126e183bf34d432.pdf,1417184,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F079301C/proposal_10a093fddf3d40098126e183bf34d432.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T071901C,CONSTRUCT MULTI USE PATH,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/8a363fb892084ea5a0fdb26930201846.pdf,8a363fb892084ea5a0fdb26930201846.pdf,2541347,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/T071901C/proposal_8a363fb892084ea5a0fdb26930201846.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F071901C,Capacity Additions (Major Widening),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/6de057db25f54c78b27cde5f66b6bc35.pdf,6de057db25f54c78b27cde5f66b6bc35.pdf,38476562,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F071901C/proposal_6de057db25f54c78b27cde5f66b6bc35.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F073801C,New Facilities (Construction of New Roads),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/5d60e6434e214538bfea96a84adeff54.pdf,5d60e6434e214538bfea96a84adeff54.pdf,3542406,,,,2026-08-07,downloaded
multi,DOT,bidexpress,F073601C,System Enhancement (Traffic Mgmt and Engineering),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/32583403a5ad4c6e841a173a6467e5e4.pdf,32583403a5ad4c6e841a173a6467e5e4.pdf,2189088,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F073601C/proposal_32583403a5ad4c6e841a173a6467e5e4.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,T053701C,System Enhancement (Engineering),,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/03fc02a7e58344abb2803a8c4763bbea.pdf,03fc02a7e58344abb2803a8c4763bbea.pdf,2716339,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/T053701C/proposal_03fc02a7e58344abb2803a8c4763bbea.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F076501C,CCTV INSTALLATION,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/6bc5dba06df64d8b9d0e4edfe151c99e.pdf,6bc5dba06df64d8b9d0e4edfe151c99e.pdf,8494610,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F076501C/proposal_6bc5dba06df64d8b9d0e4edfe151c99e.pdf,2026-08-07,downloaded
multi,DOT,bidexpress,F089401C,Approach Repairs,,https://s3-us-west-2.amazonaws.com/azdotproductiondefault-adotcloud-prod-s3-files/document/10c9ffaef19143f191237ac2f16e9db2.pdf,10c9ffaef19143f191237ac2f16e9db2.pdf,2082375,DOT SS/SP,,gs://specindex-ai-raw-documents/specs/MULTI/F089401C/proposal_10c9ffaef19143f191237ac2f16e9db2.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC3804000169,James T. Vaughn Correctional Center New K-9 Facility,,https://bidcondocs.delaware.gov/OMB/OMB-MC3804000169-specs.pdf,OMB-MC3804000169-specs.pdf,10527410,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;21;22;23;25;26;27;28;31;32;33,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MC3804000169/specbook_OMB-MC3804000169-specs.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC3804000169,James T. Vaughn Correctional Center New K-9 Facility,,https://bidcondocs.delaware.gov/OMB/OMB-MC3804000169-rfp.pdf,OMB-MC3804000169-rfp.pdf,123856,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC3804000169,James T. Vaughn Correctional Center New K-9 Facility,,https://bidcondocs.delaware.gov/OMB/OMB-MC3804000169-wages.pdf,OMB-MC3804000169-wages.pdf,278910,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC1002001111A,DSP Headquarters Boiler Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC1002001111A-specs.pdf,OMB-MC1002001111A-specs.pdf,12196914,CSI,00;01;03;22;23;26,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MC1002001111A/specbook_OMB-MC1002001111A-specs.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC1002001111A,DSP Headquarters Boiler Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC1002001111A-rfp.pdf,OMB-MC1002001111A-rfp.pdf,92408,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC1002001111A,DSP Headquarters Boiler Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC1002001111A-wages.pdf,OMB-MC1002001111A-wages.pdf,1020662,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ0213000001A,JP Court 4 Lobby Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ0213000001A-specs.pdf,OMB-MJ0213000001A-specs.pdf,5205547,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;22;23;26;27;28;31;32,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MJ0213000001A/specbook_OMB-MJ0213000001A-specs.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ0213000001A,JP Court 4 Lobby Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ0213000001A-rfp.pdf,OMB-MJ0213000001A-rfp.pdf,116013,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ0213000001A,JP Court 4 Lobby Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ0213000001A-wages.pdf,OMB-MJ0213000001A-wages.pdf,1360133,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC2006000214,Reith Hall Stained Glass Window Restoration,,https://bidcondocs.delaware.gov/OMB/OMB-MC2006000214-specs..pdf,OMB-MC2006000214-specs..pdf,11251406,CSI,00;01;02;06;07;08;09,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MC2006000214/specbook_OMB-MC2006000214-specs..pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC2006000214,Reith Hall Stained Glass Window Restoration,,https://bidcondocs.delaware.gov/OMB/OMB-MC2006000214-rfp.pdf,OMB-MC2006000214-rfp.pdf,141542,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC2006000214,Reith Hall Stained Glass Window Restoration,,https://bidcondocs.delaware.gov/OMB/OMB-MC2006000214-dwgs..pdf,OMB-MC2006000214-dwgs..pdf,190505,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC2006000214,Reith Hall Stained Glass Window Restoration,,https://bidcondocs.delaware.gov/OMB/OMB-MC2006000214-wages.pdf,OMB-MC2006000214-wages.pdf,218703,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC5508000005,Transportation Management Center Cooling Tower Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC5508000005-SPECS.pdf,OMB-MC5508000005-SPECS.pdf,7126645,CSI,00;01;02;23;26,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MC5508000005/specbook_OMB-MC5508000005-SPECS.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC5508000005,Transportation Management Center Cooling Tower Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC5508000005-AD1.pdf,OMB-MC5508000005-AD1.pdf,740489,CSI,00,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MC5508000005/specbook_OMB-MC5508000005-AD1.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC5508000005,Transportation Management Center Cooling Tower Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC5508000005-RFP.pdf,OMB-MC5508000005-RFP.pdf,103902,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC5508000005,Transportation Management Center Cooling Tower Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC5508000005-dwgs..pdf,OMB-MC5508000005-dwgs..pdf,190510,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MC5508000005,Transportation Management Center Cooling Tower Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MC5508000005-WAGES.pdf,OMB-MC5508000005-WAGES.pdf,54713,unreadable,,,2026-08-07,unreadable format
Delaware,Vertical,delaware_vertical,OMB-MJ1002000087A,Leonard L Williams Justice Center Escalator Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MJ1002000087A-SPECS.pdf,OMB-MJ1002000087A-SPECS.pdf,8185311,CSI,00;01;03;06;07;09;14;21;26,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MJ1002000087A/specbook_OMB-MJ1002000087A-SPECS.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ1002000087A,Leonard L Williams Justice Center Escalator Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MJ1002000087A-ad1.pdf,OMB-MJ1002000087A-ad1.pdf,668714,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ1002000087A,Leonard L Williams Justice Center Escalator Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MJ1002000087A-RFP.pdf,OMB-MJ1002000087A-RFP.pdf,91519,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ1002000087A,Leonard L Williams Justice Center Escalator Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MJ1002000087A-dwg.pdf,OMB-MJ1002000087A-dwg.pdf,190529,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ1002000087A,Leonard L Williams Justice Center Escalator Replacement,,https://bidcondocs.delaware.gov/OMB/OMB-MJ1002000087A-wages.pdf,OMB-MJ1002000087A-wages.pdf,1033838,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ3804000111,Baylor Women's Correctional Institution Infirmary Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ3804000111-specs.pdf,OMB-MJ3804000111-specs.pdf,34226844,CSI,00;01;02;03;04;05;06;07;08;09;10;11;12;21;22;23;26;27;28;31;32;33,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MJ3804000111/specbook_OMB-MJ3804000111-specs.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ3804000111,Baylor Women's Correctional Institution Infirmary Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ3804000111-Addendum No. 1.pdf,OMB-MJ3804000111-Addendum No. 1.pdf,,,,,2026-08-07,dead link
Delaware,Vertical,delaware_vertical,OMB-MJ3804000111,Baylor Women's Correctional Institution Infirmary Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ3804000111-rfp.pdf,OMB-MJ3804000111-rfp.pdf,693138,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ3804000111,Baylor Women's Correctional Institution Infirmary Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ3804000111-dwgs...pdf,OMB-MJ3804000111-dwgs...pdf,29641,unreadable,,,2026-08-07,unreadable format
Delaware,Vertical,delaware_vertical,OMB-MJ3804000111,Baylor Women's Correctional Institution Infirmary Expansion,,https://bidcondocs.delaware.gov/OMB/OMB-MJ3804000111-wages.pdf,OMB-MJ3804000111-wages.pdf,121430,unreadable,,,2026-08-07,unreadable format
Delaware,Vertical,delaware_vertical,OMB-MJ4506000006,Hi-Grade Evidence Storage Building,,https://bidcondocs.delaware.gov/OMB/OMB-MJ4506000006-SPECS.pdf,OMB-MJ4506000006-SPECS.pdf,29152399,CSI,00;01;02;03;04;05;06;07;08;09;10;21;22;23;26;28;31;32;33,gs://specindex-ai-raw-documents/specs/DELAWARE/OMB-MJ4506000006/specbook_OMB-MJ4506000006-SPECS.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ4506000006,Hi-Grade Evidence Storage Building,,https://bidcondocs.delaware.gov/OMB/OMB-MJ4506000006-ad1.pdf,OMB-MJ4506000006-ad1.pdf,984087,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ4506000006,Hi-Grade Evidence Storage Building,,https://bidcondocs.delaware.gov/OMB/OMB-MJ4506000006-RFP.pdf,OMB-MJ4506000006-RFP.pdf,116591,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,OMB-MJ4506000006,Hi-Grade Evidence Storage Building,,https://bidcondocs.delaware.gov/OMB/OMB-MJ4506000006-dwg.pdf,OMB-MJ4506000006-dwg.pdf,28107,unreadable,,,2026-08-07,unreadable format
Delaware,Vertical,delaware_vertical,OMB-MJ4506000006,Hi-Grade Evidence Storage Building,,https://bidcondocs.delaware.gov/OMB/OMB-MJ4506000006-WAGES.pdf,OMB-MJ4506000006-WAGES.pdf,98764,unreadable,,,2026-08-07,unreadable format
Delaware,Vertical,delaware_vertical,ARNG202610-BBTSTRKLGT,BBTS Running Track Lighting,,https://bidcondocs.delaware.gov/ARNG/ARNG202610-BBTSTRKLGT_specs.pdf,ARNG202610-BBTSTRKLGT_specs.pdf,8940805,CSI,00;01;02;03;26;31;33,gs://specindex-ai-raw-documents/specs/DELAWARE/ARNG202610-BBTSTRKLGT/specbook_ARNG202610-BBTSTRKLGT_specs.pdf,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,ARNG202610-BBTSTRKLGT,BBTS Running Track Lighting,,https://bidcondocs.delaware.gov/ARNG/ARNG202610-BBTSTRKLGT-0itb.pdf,ARNG202610-BBTSTRKLGT-0itb.pdf,109893,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,ARNG202610-BBTSTRKLGT,BBTS Running Track Lighting,,https://bidcondocs.delaware.gov/ARNG/ARNG202610-BBTSTRKLGT_epp.pdf,ARNG202610-BBTSTRKLGT_epp.pdf,98232,,,,2026-08-07,downloaded
Delaware,Vertical,delaware_vertical,ARNG202610-BBTSTRKLGT,BBTS Running Track Lighting,,https://bidcondocs.delaware.gov/ARNG/ARNG202610-BBTSTRKLGT_pw.pdf,ARNG202610-BBTSTRKLGT_pw.pdf,64818,,,,2026-08-07,downloaded
